,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
12235,Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,50000,10000,0,0,60000
12236,Big Bang Mini,DS,2009,Shooter,SouthPeak Games,50000,0,0,0,60000
12237,Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,60000,0,0,0,60000
12238,Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0,0,60000,0,60000
12239,Call of Cthulhu: Dark Corners of the Earth,XB,2005,Adventure,Take-Two Interactive,50000,10000,0,0,60000
12240,The Great Escape,XB,2003,Action,SCi,50000,10000,0,0,60000
12241,Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,50000,0,0,10000,60000
12242,X-Men: Destiny,DS,2011,Action,Activision,50000,10000,0,0,60000
12243,Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,30000,20000,0,10000,60000
12244,Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0,0,60000,0,60000
12245,Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,60000,0,0,0,60000
12246,The Witcher,PC,2007,Role-Playing,Atari,0,50000,0,10000,60000
12247,PenPen TriIceLon,DC,1998,Racing,Infogrames,0,0,60000,0,60000
12248,Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0,0,60000,0,60000
12249,Grey's Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,50000,10000,0,0,60000
12250,Salt Lake 2002,GBA,2002,Sports,Ubisoft,40000,20000,0,0,60000
12251,Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,60000,0,0,0,60000
12252,Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,50000,0,0,10000,60000
12253,Vexx,GC,2003,Platform,Acclaim Entertainment,50000,10000,0,0,60000
12254,Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,60000,0,0,0,60000
12255,Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0,0,60000,0,60000
12256,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0,0,60000,0,60000
12257,Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,50000,10000,0,0,60000
12258,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0,50000,0,10000,60000
12259,Winter Sports 2: The Next Challenge,DS,2008,Sports,RTL,40000,20000,0,10000,60000
12260,Dead Rising 2: Off the Record,PC,2011,Action,Capcom,40000,20000,0,10000,60000
12261,World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,50000,0,0,0,60000
12262,Playmobil Knights,DS,2009,Action,Mindscape,40000,10000,0,0,60000
12263,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,50000,10000,0,0,60000
12264,DropCast,DS,2008,Puzzle,THQ,60000,0,0,0,60000
12265,Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,3DS,2014,Action,Namco Bandai Games,0,0,60000,0,60000
12266,Inversion,X360,2012,Shooter,Namco Bandai Games,30000,20000,0,10000,60000
12267,Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0,0,60000,0,60000
12268,Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,10000,20000,30000,10000,60000
12269,Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0,0,60000,0,60000
12270,Terminator 3: The Redemption,XB,2004,Shooter,Atari,50000,10000,0,0,60000
12271,Alvin and the Chipmunks,Wii,2007,Misc,Eidos Interactive,50000,0,0,0,60000
12272,EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,60000,0,0,0,60000
12273,Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0,0,60000,0,60000
12274,Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,60000,0,60000
12275,Serious Sam II,XB,2005,Shooter,Take-Two Interactive,50000,10000,0,0,60000
12276,Remember Me,PC,2013,Action,Capcom,0,50000,0,10000,60000
12277,ICO,PS3,2011,Action,Sony Computer Entertainment,0,0,60000,0,60000
12278,Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,30000,20000,0,10000,60000
12279,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,60000,0,60000
12280,NBA Hangtime,PS,1996,Sports,Midway Games,30000,20000,0,0,60000
12281,Cabela's Big Game Hunter (2008),X360,2007,Sports,Activision Value,60000,0,0,0,60000
12282,My Fitness Coach: Club,Wii,2011,Sports,Ubisoft,0,50000,0,10000,60000
12283,D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0,0,60000,0,60000
12284,Top Gear Hyper-Bike,N64,1999,Racing,Kemco,50000,10000,0,0,60000
12285,Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,50000,10000,0,0,60000
12286,Olympic Hockey 98,N64,1998,Sports,GT Interactive,50000,10000,0,0,60000
12287,CyberTiger,N64,2000,Sports,Electronic Arts,50000,10000,0,0,60000
12288,Penny Racers,N64,1998,Racing,THQ,50000,10000,0,0,60000
12289,S.C.A.R.S,N64,1998,Racing,Ubisoft,50000,10000,0,0,60000
12290,Virtual Chess 64,N64,1998,Misc,Titus,50000,10000,0,0,60000
12291,Marvel Super Heroes,SAT,1997,Fighting,Capcom,0,0,60000,0,60000
12292,Mike Piazza's Strike Zone,N64,1998,Sports,GT Interactive,50000,10000,0,0,60000
12293,Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,50000,10000,0,0,60000
12294,Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,50000,10000,0,0,60000
12295,Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,50000,10000,0,0,60000
12296,Worms Blast,GC,2002,Puzzle,Ubisoft,50000,10000,0,0,60000
12297,The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0,0,60000,0,60000
12298,BlazBlue: Chrono Phantasma Extend,XOne,2015,Action,PQube,50000,10000,0,10000,60000
12299,Smile PreCure! Let's Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0,0,60000,0,60000
12300,IHRA Professional Drag Racing 2005,XB,2004,Racing,Bethesda Softworks,40000,10000,0,0,60000
12301,Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,40000,20000,0,0,60000
12302,Destiny: The Collection,PS4,2016,Shooter,Activision,10000,40000,0,10000,60000
12303,Gun Showdown,PSP,2006,Action,Activision,50000,10000,0,10000,60000
12304,Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,60000,0,0,0,60000
12305,Syndicate,PC,1992,Strategy,Electronic Arts,0,50000,0,10000,60000
12306,Digimon All-Star Rumble,X360,2014,Fighting,Namco Bandai Games,40000,10000,0,10000,60000
12307,Foster's Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,60000,0,0,0,60000
12308,I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,60000,0,0,0,60000
12309,Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0,0,60000,0,60000
12310,Rock Blast,DS,2008,Puzzle,UFO Interactive,60000,0,0,0,60000
12311,Pheasants Forever Wingshooter,Wii,2010,Shooter,Unknown,30000,20000,0,0,60000
12312,Ivy the Kiwi?,Wii,2010,Puzzle,Rising Star Games,40000,20000,0,0,60000
12313,Killer Loop,PS,1999,Racing,Crave Entertainment,30000,20000,0,0,60000
12314,Cabela's Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,60000,0,0,0,60000
12315,Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,50000,0,0,0,60000
12316,Worldwide Soccer,SAT,1994,Sports,Sega,0,0,60000,0,60000
12317,Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0,0,60000,0,60000
12318,Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,50000,0,10000,60000
12319,Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,30000,20000,0,10000,60000
12320,Little League World Series Baseball 2008,DS,2008,Sports,Activision,60000,0,0,0,60000
12321,Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,30000,20000,0,10000,60000
12322,Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,30000,20000,0,10000,60000
12323,Darksiders II,XOne,2015,Action,Nordic Games,30000,20000,0,10000,60000
12324,Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,40000,20000,0,0,60000
12325,Create,PC,2010,Action,Electronic Arts,40000,10000,0,10000,60000
12326,Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,40000,20000,0,0,60000
12327,Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0,40000,0,20000,60000
12328,Zoo Tycoon 2,PC,2004,Strategy,Microsoft Game Studios,0,50000,0,10000,60000
12329,Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0,0,60000,0,60000
12330,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0,0,60000,0,60000
12331,Rooms: The Main Building,Wii,2010,Adventure,Hudson Soft,60000,0,0,0,60000
12332,Theresia...,DS,2008,Adventure,Arc System Works,60000,0,0,0,60000
12333,Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,60000,0,0,0,60000
12334,Top Gun: Hard Lock,X360,2012,Action,505 Games,30000,20000,0,0,60000
12335,JoJo's Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,60000,0,0,0,60000
12336,Carol Vorderman's Sudoku,PSP,2006,Puzzle,Xplosiv,50000,0,0,10000,60000
12337,Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,40000,20000,0,0,60000
12338,Genkai Tokki: Moero Crystal,PSV,2015,Role-Playing,Compile Heart,0,0,60000,0,60000
12339,PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0,0,60000,0,60000
12340,Disney Planes Fire & Rescue,Wii,2014,Action,Disney Interactive Studios,0,50000,0,0,60000
12341,Attack on Titan (KOEI),PS3,2016,Action,Tecmo Koei,0,0,60000,0,60000
12342,Satisfashion,DS,2010,Misc,Destineer,60000,0,0,0,60000
12343,World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,50000,0,0,0,60000
12344,Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0,0,60000,0,60000
12345,Oddworld: Munch's Oddysee,GBA,2003,Platform,THQ,40000,20000,0,0,60000
12346,Match 3 Madness,DS,2010,Puzzle,Foreign Media Games,0,50000,0,10000,60000
12347,Exhibition Volume 5,XB,2004,Misc,Microsoft Game Studios,40000,10000,0,0,60000
12348,Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0,0,60000,0,60000
12349,DuckTales: Remastered,WiiU,2013,Action,Capcom,50000,0,0,0,60000
12350,LEGO Batman: The Videogame,PC,2008,Action,Warner Bros. Interactive Entertainment,20000,30000,0,10000,60000
12351,Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0,0,60000,0,60000
12352,Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0,0,60000,0,60000
12353,Imagine: Resort Owner,DS,2010,Strategy,Ubisoft,50000,0,0,0,60000
12354,Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0,0,60000,0,60000
12355,Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,30000,20000,0,0,60000
12356,Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0,0,60000,0,60000
12357,TrackMania Turbo,XOne,2016,Action,Ubisoft,20000,30000,0,0,60000
12358,Izuna 2: The Unemployed Ninja Returns,DS,2007,Role-Playing,Success,50000,0,0,0,60000
12359,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,50000,0,0,0,60000
12360,Centipede: Infestation,Wii,2011,Shooter,Atari,60000,0,0,0,60000
12361,Mercury Meltdown,PSP,2006,Action,Atari,50000,10000,0,10000,60000
12362,SingStar Mallorca Party,PS3,2009,Misc,Sony Computer Entertainment,0,40000,0,20000,60000
12363,3D Lemmings,PS,1995,Puzzle,Psygnosis,30000,20000,0,0,60000
12364,Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,40000,20000,0,0,60000
12365,FIFA Soccer 07,DS,2006,Sports,Electronic Arts,50000,10000,0,0,60000
12366,Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,50000,10000,0,0,60000
12367,Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,40000,20000,0,0,60000
12368,Back to the Future: The Game,Wii,2011,Adventure,Telltale Games,50000,0,0,0,60000
12369,Summon Night 6: Lost Borders,PSV,2016,Action,Namco Bandai Games,0,0,60000,0,60000
12370,Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0,0,60000,0,60000
12371,Kelly Slater's Pro Surfer,GC,2002,Sports,Activision,50000,10000,0,0,60000
12372,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0,50000,0,0,60000
12373,Sacred 3,X360,2014,Role-Playing,Deep Silver,30000,30000,0,10000,60000
12374,I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0,0,60000,0,60000
12375,Doraemon: Nobita no Uchuu Eiyuuki,3DS,2015,Action,FuRyu,0,0,60000,0,60000
12376,Trapt,PS2,2005,Action,Tecmo Koei,30000,20000,0,10000,60000
12377,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0,50000,0,10000,60000
12378,Splat Renegade Paintball,XB,2005,Sports,Take-Two Interactive,40000,10000,0,0,60000
12379,Zendoku,DS,2007,Puzzle,Eidos Interactive,50000,0,0,0,60000
12380,Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0,0,60000,0,60000
12381,Jumper: Griffin's Story,X360,2008,Action,Eidos Interactive,50000,0,0,0,60000
12382,Worms 3D,XB,2003,Strategy,Sega,40000,10000,0,0,60000
12383,pro evolution soccer 2011,PC,2010,Sports,Konami Digital Entertainment,0,50000,0,10000,60000
12384,Crazy Chicken: Pharaoh's Treasure,DS,2007,Puzzle,Phenomedia,50000,0,0,0,60000
12385,Arcana Heart 3,PSV,2014,Fighting,Arc System Works,30000,0,20000,10000,60000
12386,Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0,0,60000,0,60000
12387,PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,50000,0,0,0,60000
12388,Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0,0,60000,0,60000
12389,Dragon Rage,PS2,2001,Shooter,3DO,30000,20000,0,10000,60000
12390,Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0,0,60000,0,60000
12391,Dig Dug: Digging Strike,DS,2005,Puzzle,Atari,50000,0,0,0,60000
12392,Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,60000,0,0,0,60000
12393,Brave: A Warrior's Tale,Wii,2009,Action,SouthPeak Games,50000,0,0,0,60000
12394,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,2016,Action,Namco Bandai Games,0,0,60000,0,60000
12395,Raw Danger! (JP sales),PS2,2006,Action,505 Games,0,0,60000,0,60000
12396,Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,30000,20000,0,10000,60000
12397,Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku,DS,2006,Misc,Nintendo,0,0,60000,0,60000
12398,Winx Club: Mission Enchantix,DS,2008,Adventure,Konami Digital Entertainment,30000,20000,0,0,60000
12399,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,50000,0,0,0,60000
12400,S.T.A.L.K.E.R.: Shadow of Chernobyl,PC,2007,Shooter,THQ,10000,40000,0,10000,60000
12401,Backyard Skateboarding 2006,GBA,2004,Sports,Atari,40000,20000,0,0,60000
12402,Tron 2.0: Killer App,XB,2004,Action,Disney Interactive Studios,40000,10000,0,0,60000
12403,Steins;Gate: Hiyoku Renri no Darling,PSP,2012,Action,5pb,0,0,60000,0,60000
12404,Gegege no Kitarou: Youkai Daigekisen,DS,2008,Action,Namco Bandai Games,0,0,60000,0,60000
12405,Emblem of Gundam,DS,2008,Strategy,Namco Bandai Games,0,0,60000,0,60000
12406,The Fast and the Furious,PS2,2006,Racing,Namco Bandai Games,30000,20000,0,10000,60000
12407,Gem Smashers,Wii,2011,Platform,Crave Entertainment,50000,0,0,0,60000
12408,Super Robot Wars OG: The Moon Dwellers,PS3,2016,Misc,Namco Bandai Games,0,0,60000,0,60000
12409,G-Police: Weapons of Justice,PS,1999,Action,Psygnosis,30000,20000,0,0,60000
12410,Killing Zone,PS,1996,Fighting,Acclaim Entertainment,30000,20000,0,0,60000
12411,All Kamen Rider: Rider Generation 2,PSP,2012,Action,Namco Bandai Games,0,0,60000,0,60000
12412,Policenauts,3DO,1995,Adventure,Konami Digital Entertainment,0,0,60000,0,60000
12413,Adventures of Lolo,NES,1989,Puzzle,HAL Laboratory,60000,0,0,0,60000
12414,Quiz! Hexagon II,DS,2010,Misc,Namco Bandai Games,0,0,60000,0,60000
12415,Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,20000,30000,0,10000,60000
12416,Call of Duty: The War Collection,X360,2010,Shooter,Activision,50000,0,0,0,60000
12417,Warriors Orochi 2,X360,2008,Action,Tecmo Koei,40000,0,10000,0,60000
12418,The History Channel: Battle for the Pacific,X360,2007,Shooter,Activision,50000,0,0,0,60000
12419,Racing Gears Advance,GBA,2004,Racing,Zoo Digital Publishing,40000,20000,0,0,60000
12420,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0,50000,0,10000,60000
12421,Project Setsuna,PS4,2016,Role-Playing,Square Enix,0,0,60000,0,60000
12422,Syphon Filter: Logan's Shadow,PS2,2010,Shooter,Sony Computer Entertainment,30000,20000,0,10000,60000
12423,NTRA Breeders' Cup World Thoroughbred Championships,XB,2005,Simulation,Bethesda Softworks,40000,10000,0,0,60000
12424,Tiger Woods PGA Tour 08,DS,2007,Sports,Electronic Arts,50000,0,0,0,60000
12425,Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune,PS2,2008,Misc,Paon,0,0,60000,0,60000
12426,Tanjou S Debut,SAT,1996,Simulation,NEC Interchannel,0,0,60000,0,60000
12427,Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,60000,0,60000
12428,Brave: A Warrior's Tale,X360,2009,Action,SouthPeak Games,50000,10000,0,0,60000
12429,Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Platform,Konami Digital Entertainment,0,0,60000,0,60000
12430,Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,50000,0,0,0,60000
12431,Broken Helix,PS,1997,Action,Konami Digital Entertainment,30000,20000,0,0,60000
12432,The Saboteur,PC,2009,Action,Electronic Arts,0,50000,0,10000,60000
12433,Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!,DS,2010,Role-Playing,Marvelous Interactive,0,0,60000,0,60000
12434,Myst III: Exile,XB,2002,Adventure,Ubisoft,40000,10000,0,0,60000
12435,Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0,40000,10000,10000,60000
12436,Hajime no Ippo Portable: Victorious Spirits,PSP,2007,Fighting,Grand Prix Games,0,0,60000,0,60000
12437,Nanostray,DS,2005,Shooter,Majesco Entertainment,50000,0,0,0,60000
12438,CMT Presents: Karaoke Revolution Country,PS2,2006,Misc,Konami Digital Entertainment,30000,20000,0,10000,60000
12439,Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu,DS,2007,Fighting,Takara Tomy,0,0,60000,0,60000
12440,Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+,DS,2008,Role-Playing,Square Enix,0,0,60000,0,60000
12441,Vitamin X to Z,PSP,2011,Adventure,D3Publisher,0,0,60000,0,60000
12442,Fatal Frame,XB,2002,Action,Tecmo Koei,40000,10000,0,0,60000
12443,Tom Clancy's Ghost Recon: Advanced Warfighter,PS2,2006,Shooter,Ubisoft,30000,20000,0,10000,60000
12444,Urban Chaos: Riot Response,PS2,2006,Shooter,Eidos Interactive,30000,20000,0,10000,60000
12445,Generation of Chaos,PSP,2005,Role-Playing,Midas Interactive Entertainment,50000,0,0,0,60000
12446,Teenage Mutant Ninja Turtles II: Back from the Sewers,GB,1991,Action,Konami Digital Entertainment,0,0,60000,0,60000
12447,Gormiti: The Lords of Nature!,DS,2010,Adventure,Konami Digital Entertainment,50000,0,0,0,60000
12448,The Sims 2: University,PC,2005,Simulation,Electronic Arts,10000,40000,0,10000,60000
12449,Pucca Power Up,DS,2011,Platform,Rising Star Games,40000,20000,0,0,60000
12450,Resident Evil 2,GC,2003,Action,Capcom,40000,10000,0,0,60000
12451,MLB Power Pros 2008,DS,2008,Sports,Take-Two Interactive,50000,0,0,0,60000
12452,Real Soccer 2009,DS,2008,Sports,Ubisoft,50000,0,0,0,60000
12453,World Championship Athletics,Wii,2009,Sports,DTP Entertainment,40000,10000,0,0,60000
12454,The Amazing Spider-Man 2 (2014),WiiU,2014,Action,Activision,30000,20000,0,0,60000
12455,Yomawari,PSV,2015,Adventure,Nippon Ichi Software,0,0,60000,0,60000
12456,Real Bout Garou Densetsu Special: Dominated Mind,PS,1998,Fighting,SNK,0,0,50000,0,60000
12457,Jumble Madness,DS,2009,Puzzle,Destineer,60000,0,0,0,60000
12458,Vampire Rain: Altered Species,PS3,2008,Action,Ignition Entertainment,50000,0,0,0,60000
12459,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0,0,60000,0,60000
12460,Harry Potter and the Sorcerer's Stone,PC,2001,Action,Electronic Arts,10000,40000,0,10000,60000
12461,Minna no Sukkiri,PSP,2009,Sports,Sony Computer Entertainment,0,0,60000,0,60000
12462,Scurge: Hive,DS,2006,Action,SouthPeak Games,50000,0,0,0,60000
12463,Catwoman,XB,2004,Action,Electronic Arts,40000,10000,0,0,60000
12464,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,50000,0,10000,60000
12465,Romance of the Three Kingdoms 13,PS4,2015,Action,Tecmo Koei,10000,0,50000,0,60000
12466,Noddy in Toyland,DS,2011,Misc,GSP,0,50000,0,10000,60000
12467,Aquarium by DS,DS,2008,Simulation,Mercury Games,50000,0,0,0,60000
12468,Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0,0,60000,0,60000
12469,Ride to Hell,X360,2013,Racing,Deep Silver,40000,10000,0,0,60000
12470,Burning Rangers,SAT,1998,Platform,Sega,0,0,60000,0,60000
12471,Mana Khemia: Alchemists of Al-Revis,PS2,2007,Role-Playing,Nippon Ichi Software,30000,20000,0,10000,60000
12472,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0,0,60000,0,60000
12473,Interplay Sports Baseball 2000,PS,1999,Sports,Interplay,30000,20000,0,0,60000
12474,Zone of the Enders: The Fist of Mars,GBA,2001,Role-Playing,Konami Digital Entertainment,40000,20000,0,0,60000
12475,Animorphs: Shattered Reality,PS,2000,Action,Infogrames,30000,20000,0,0,60000
12476,Teenage Mutant Ninja Turtles: Tournament Fighters,SNES,1992,Fighting,Konami Digital Entertainment,0,0,60000,0,60000
12477,Eikan wa Kimini 2002: Koshien no Kodou,PS2,2002,Sports,DigiCube,0,0,60000,0,60000
12478,PopStar Guitar,Wii,2008,Misc,Midway Games,30000,30000,0,10000,60000
